Country,Reference,Reference URL
Malaysia,"Ragayah, Haji Mat. “Income Inequality in Malaysia.” Asian Economic Policy Review, vol. 3, no. 1, 2008, pp. 114–132., https://doi.org/10.1111/j.1748-3131.2008.00096.x.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1748-3131.2008.00096.x
Malaysia,"Rao, V.V. Bhanoji. “Income Distribution in East Asian Developing Countries.” Asian-Pacific Economic Literature, vol. 2, no. 1, 1988, pp. 26–45., https://doi.org/10.1111/j.1467-8411.1988.tb00144.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8411.1988.tb00144.x
Mauritius,"Atkinson, Anthony B. ""Top incomes in Mauritius: A 75 year history."" mimeo, 2011. Series updated by the author.",
Mauritius,"Chancel, Lucas, et al. “How Large Are African Inequalities? Towards Distributional National Accounts in Africa, 1990-2017.” WID.world, 2019, https://wid.world/document/cgm2019-full-paper/. ",https://wid.world/document/cgm2019-full-paper/
Mauritius,"Subramanian, Arvind. “Mauritius: A Case Study.” Finance &amp; Development, vol. 38, no. 1, 2001, pp. 1–7., https://doi.org/10.5089/9781451953299.022. ",https://www.imf.org/external/pubs/ft/fandd/2001/12/subraman.htm
Netherlands,"Salverda, Wiemer and Thomas Piketty. ""Top Incomes in the Netherlands Over the Twentieth Century."" Top Incomes Over the Twentieth Century, Oxford University Press, Oxford, 2007, pp. 426–471.",https://wid.world/document/salverda-wiemer-and-atkinson-anthony-b-2007-top-incomes-in-the-netherlands-over-the-twentieth-century-in-atkinson-a-b-and-piketty-t-editors-top-incomes-over-the-twentieth-century-a/
Netherlands,"Salverda, Wiemar ""Extending the top-income shares for the Netherlands from 1999 to 2012: An explanatory note."" Mimeo, 2013.",https://pure.uva.nl/ws/files/2553839/161038_468741.pdf
Netherlands,"Trimp, L. “Inkomens 1959-1994.” Sociaal-economische maandstatistiek, vol. 13, no. 12, 1996, pp. 31-34.",
Netherlands,"Wilterdink, Nico. ""Vermogensverhoudingen in Nederland."" De Arbeiderspers, Amsterdam, 1984.",https://www.dbnl.org/tekst/wilt001verm01_01/
New Zealand,"Atkinson, A. B., and Andrew Leigh. “Top Incomes in New Zealand 1921–2005: Understanding the Effects of Marginal Tax Rates, Migration Threat, and the Macroeconomy.” Review of Income and Wealth, vol. 54, no. 2, 2008, pp. 149–165., https://doi.org/10.1111/j.1475-4991.2008.00268.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
New Zealand,"Alvaredo, Facundo, and Anthony B. Atkinson. “New Zealand: Estimates of Top Shares for 2011/2012, and Revision for 2010/2011.” WID.world, 2014, https://wid.world/document/wid_methodology_notes_2014_3_new_zealand/. '",https://wid.world/document/wid_methodology_notes_2014_3_new_zealand/
New Zealand,"Easton, Brian. ""Income distribution in New Zealand."" New Zealand Institute of Economic Research, Wellington, 1983.",
New Zealand,"Matthew, Fisher-Post. “‘Simplified DINA for Australia, Canada and New Zealand.’” WID.world, 2020, http://wordpress.wid.world/document/simplified-dina-for-australia-canada-and-new-zealand-world-inequality-lab-technical-note-2020-10/. ",http://wordpress.wid.world/document/simplified-dina-for-australia-canada-and-new-zealand-world-inequality-lab-technical-note-2020-10/
New Zealand,"Perry, Bryan. ""Household incomes in New Zealand: trends in indicators of inequality and hardship 1982 to 2018."" Ministry of Social Development, Wellington, 2019.",https://www.msd.govt.nz/about-msd-and-our-work/publications-resources/monitoring/household-incomes/household-incomes-1982-to-2018.html
Norway,"Aaberge, Rolf and Anthony B. Atkinson. ""Top incomes in Norway."" Top Incomes: A Global Perspective, Oxford University Press, Oxford, 2010, pp. 448–481.",https://wid.world/document/aaberge-rolf-and-atkinson-anthony-b-2010-top-incomes-in-norway-in-atkinson-a-b-and-piketty-t-editors-top-incomes-a-global-perspective-oxford-university-press-chapter-9/
Norway,"Aaberge, Rolf, et al. “The ins and outs of top income mobility.” Statistics Norway, 2013.",https://www.iser.essex.ac.uk/files/euromod/research-workshop-2014/The_Ins_and_Outs_of_Top_Income_Mobility.pdf
Norway,"Aaberge, Rolf, et al. ""The long-run distribution of income in Norway."" Statistics Norway, 2016.",https://www.ssb.no/forside/_attachment/279993?_ts=1578a22d890
Norway,"Atkinson, Anthony B. “Norway.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
Norway,"Bojer, Hilde. ""Personlig inntektsfordeling i Norge 1970-1984."" Tidsskrift for Sammfunnsforskning, vol. 28, 1987, pp. 247-258.",
Norway,"Ohlsson, Henry, et al. ""Long-run changes in the concentration of wealth: An overview of recent findings."" Personal wealth from a global perspective, edited by James B. Davies, Oxford University Press, Oxford, 2008.",
Norway,"Roine, Jesper and Daniel Waldenström. “Long run trends in the distribution of income and wealth.” Handbook of Income Distribution, volume 2, edited by Anthony B. Atkinson and François Bourguignon, Elsevier, Amsterdam, 2015.",https://www.sciencedirect.com/science/article/pii/B9780444594280000084#t0045
Portugal,"Facundo, Alverado. ""Top incomes and earnings in Portugal 1936-2005."" Top Incomes: A Global Perspective, Oxford University Press, Oxford, 2010, pp. 560–624.",https://wid.world/document/alvaredo-facundo-2010-top-incomes-and-earnings-in-portugal-1936-2005-in-atkinson-a-b-and-piketty-t-editors-top-incomes-a-global-perspective-oxford-university-press-2010-chap/
Portugal,"Atkinson, Anthony B. “Portugal.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
Portugal,"Rodrigues, Carlos Farinha. ""Distribuição do rendimento, desigualdade e pobreza."" PhD thesis, Universidade Technica de Lisboa, 2005.",
Portugal,"Rodrigues, Carlos Farinha et al. ""Desigualdade Económica em Portugal."" Fundação Francisco Manuel dos Santos, Lisbon, 2012.",https://www.ffms.pt/publicacoes/detalhe/847/desigualdade-economica-em-portugal
Singapore,"Atkinson, Anthony B. ""Top incomes in a rapidly growing economy: Singapore."" Top Incomes: A Global Perspective, Oxford University Press, Oxford, 2010, pp. 220–252.",https://books.google.co.uk/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ&redir_esc=y
Singapore,"Krongkaew, Medhi and Ragayah Haji Mat Zin. “Income distribution and sustainable economic development in East Asia: A comparative analysis.” IDEAs Working Paper 2, 2006.",https://www.networkideas.org/feathm/oct2006/PDF/Medhi_Krongkaew_Ragayah_Haji.pdf
Singapore,"Rao, V.V. Bhanoji. “Income Distribution in East Asian Developing Countries.” Asian-Pacific Economic Literature, vol. 2, no. 1, 1988, pp. 26–45., https://doi.org/10.1111/j.1467-8411.1988.tb00144.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8411.1988.tb00144.x
Singapore,"Singapore Department of Statistics. ""Key household income trends, 2012.""",
South Africa,"Alvaredo, Facundo and Anthony B. Atkinson. ""Colonial Rule, Apartheid and Natural Resources: Top Incomes in South Africa 1903-2007."" CEPR Discussion Paper 8155, 2011.",https://www.parisschoolofeconomics.eu/IMG/pdf/DP8155_SouthAfrica.pdf
South Africa,"Borat, Haroon and Ravi Kanbur. ""Poverty and policy in post-apartheid South Africa: An Overview of Data, Outcomes and Policy."" Development Policy Research Unit, Working Paper 05/101, 2005.",https://media.africaportal.org/documents/Poverty_and_Well-being_in_Post_Apartheid_South_Africa__An_Overview_of_Data_Out_iMZqZjy.pdf
South Africa,"Budlender, Joshua, et al. ""South African poverty lines: a review and two new money-metric thresholds."" Southern Africa Labour and Development Research Unit Working Paper Number 151, University of Cape Town, Cape Town, 2015.",http://opensaldru.uct.ac.za/bitstream/handle/11090/784/2015_151_Saldruwp.pdf?sequence=1
South Africa,"Chancel, Lucas, et al. “How Large Are African Inequalities? Towards Distributional National Accounts in Africa, 1990-2017.” WID.world, 2019, https://wid.world/document/cgm2019-full-paper/. ",https://wid.world/document/cgm2019-full-paper/
South Africa,"Lachmann, Desmond and Kenneth Bercuson. ""Economic Policies for a New South Africa."" IMF Occasional Paper, No. 91, Washington, D.C., 1992.",https://www.imf.org/en/Publications/Occasional-Papers/Issues/2016/12/30/Economic-Policies-for-a-New-South-Africa-59
South Africa,"Leibbrandt, Murray, et al. ""Trends in South African income distribution and poverty since the fall of apartheid."" OECD Social, Employment and Migration Working Papers, No. 101, OECD, Paris, 2010.",https://www.oecd-ilibrary.org/social-issues-migration-health/trends-in-south-african-income-distribution-and-poverty-since-the-fall-of-apartheid_5kmms0t7p1ms-en
South Africa,"Leibbrandt, Murray et al. “Better employment to reduce inequality further in South Africa.” Tackling inequalities in Brazil, China, India and South Africa, 2010, pp. 209-261., https://doi.org/10.1787/9789264088368-4-en. ",https://www.oecd-ilibrary.org/social-issues-migration-health/tackling-inequalities-in-brazil-china-india-and-south-africa-2010_9789264088368-en
South Africa,"Statistics South Africa. ""Poverty trends in South Africa."" 2019.",https://www.statssa.gov.za/publications/Report-03-10-19/Report-03-10-192017.pdf
South Africa,"Berg, Servaas, and Megan Louw. “Changing Patterns of South African Income Distribution: Towards Time Series Estimates of Distribution and poverty1.” South African Journal of Economics, vol. 72, no. 3, 2005, pp. 546–572., https://doi.org/10.1111/j.1813-6982.2004.tb00125.x. ",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1813-6982.2004.tb00125.x
South Africa,"Whiteford, A, and D E Seventer. “South Africa’s Changing Income Distribution in the 1990s.” Studies in Economics and Econometrics, vol. 24, no. 3, 2000, pp. 7–30., https://doi.org/10.1080/03796205.2000.12129274. ",
Spain,"Alvaredo, Facundo and Miguel Artola Blanco. “Wealth concentration in Spain in European context 1900-2015: Local versus global forces.” mimeo.",
Spain,"Alvaredo, Facundo and Emmanuel Saez. ""Income and wealth concentration in Spain on a historical and fiscal perspective."" Top Incomes: A Global Perspective, Oxford University Press, Oxford, 2010, pp. 482–559.",https://eml.berkeley.edu/~saez/alvaredo-saezJEEA2009.pdf
Spain,"Cantó, Olga et al. “La evolucion de la pobreza estática y dynámica en España en el periodo 1985-1995.” Hacienda Pública Española, vol. 167, 2003, pp. 87-119.",https://hpe-rpe.org/search-articles/?limit&q=OLGA%20CANT%C3%93%20CORAL%20DEL%20R%C3%8DO%20CARLOS%20GRAD%C3%8DN%202003&exclude=177%2C151%2C168%2C167%2C152%2C153%2C150%2C178%2C179%2C180%2C105%2C106%2C107%2C174
Spain,"Escribano, Carlos. ""Evolucion de la pobreza y la desigualdad en España, 1973-1987."" Información Comercial Española, ICE: Revista de economía 686, 1990, pp. 81-108.",https://www.semanticscholar.org/paper/Evoluci%C3%B3n-de-la-pobreza-y-la-desigualdad-en-Espa%C3%B1a%3A-Escribano/3159d4989bac2e5596a178d5e78987ef8e5bcb5f#citing-papers
Spain,"United Nations. ""A survey of national sources of income distribution statistics."" Statistics Papers, series M, no. 79, New York, 1981.",
Spain,"Blanchet, Thomas, and Clara Martínez-Toledano. “Distributional Wealth Accounts in Europe: Methodology.” WID.world, 2021, http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/. ",http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/
Spain,"Blanchet, Thomas, et al. “Why Is Europe More Equal than the United States?” WID.world, 2020, https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Spain,"Morgan, Marc, and Theresa Neef. “2020 DINA Update for Europe.” WID.world, 2020, https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/. ",https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/
Sweden,"Atkinson, Anthony B. “Sweden.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
Sweden,"Blanchet, Thomas, et al. “Why Is Europe More Equal than the United States?” WID.world, 2020, https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Sweden,"Björklund, Anders and Mårten Palme. ""The evolution of income inequality during the rise of the Swedish welfare state 1951 to 1973."" Nordic Journal of Political Economy, vol. 26, 2000. pp. 115-128.",http://www.nopecjournal.org/NOPEC_2000_a06.pdf
Sweden,"Lundberg, Jacob, and Daniel Waldenström. “Wealth Inequality in Sweden: What Can We Learn from Capitalized Income Tax Data?” SSRN Electronic Journal, 2016, https://doi.org/10.2139/ssrn.2776888. ",https://ftp.iza.org/dp9902.pdf
Sweden,"Roine, Jesper and Daniel Waldenström. ""Wealth concentration over the path of development: Sweden, 1873-2006."" Scandinavian Journal of Economics, vol. 111, 2009. pp. 151-187.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9442.2008.01558.x
Sweden,"Roine, Jesper, and Daniel Waldenström. “Long-Run Trends in the Distribution of Income and Wealth.” Handbook of Income Distribution, 2015, pp. 469–592., https://doi.org/10.1016/b978-0-444-59428-0.00008-4.",http://ftp.iza.org/dp8157.pdf
Switzerland,"Abele, Hanns and Ambros Lüthi. “La repartition personelle des revenus en Suisse entre 1941 et 1972.” La politique économique de la Suisse, edited by Gaston Gaudard, Henner Kleinewerfers and Jacques Pasquier, Editions Universitaires, Fribourg, 1977.",
Switzerland,"Atkinson, Anthony B. “Switzerland.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4991.2008.00268.x
Switzerland,"Blanchet, Thomas, et al. “Why Is Europe More Equal than the United States?” WID.world, 2020, https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
Switzerland,"""Verteilung des Wohlstands in der Schweiz."" Ecoplan, Berne, 2004.",https://www.ecoplan.ch/download/wel_hb_de.pdf
Switzerland,"Levy, René, et al. ""Tous égaux? De la stratification aux représentations."" Editions Seismo, Zurich, 1997.",
Switzerland,"Morgan, Marc, and Theresa Neef. “2020 DINA Update for Europe.” WID.world, 2020, https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/. ",https://wid.world/document/2020-dina-update-for-europe-world-inequality-lab-technical-note-2020-04/
Switzerland,"Noth, Albert. ""Die personelle Einkommensverteilung in der Schweiz 1949 bis 1968."" Universität Freiburg, Freiburg, 1975.",
Switzerland,"Roine, Jesper, and Daniel Waldenström. “Long-Run Trends in the Distribution of Income and Wealth.” Handbook of Income Distribution, 2015, pp. 469–592., https://doi.org/10.1016/b978-0-444-59428-0.00008-4.",http://ftp.iza.org/dp8157.pdf
UK,"Alvaredo, Facundo, et al. “Top Wealth Shares in the UK over More than a Century.” SSRN Electronic Journal, 2017, https://doi.org/10.2139/ssrn.2903853.",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2903853
UK,"Atkinson, Anthony B. “United Kingdom.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://oxford.universitypressscholarship.com/view/10.1093/acprof:oso/9780199532438.001.0001/acprof-9780199532438
UK,"Atkinson, Anthony B., et al. “Trends in the Shares of Top Wealth-Holders in Britain, 1923-1981.” Oxford Bulletin of Economics and Statistics, vol. 51, no. 3, 1989, pp. 315–332., https://doi.org/10.1111/j.1468-0084.1989.mp51003006.x.",https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.598.368&rep=rep1&type=pdf
UK,"Atkinson, Anthony B., and John Micklewright. “Transformation in Eastern Europe and the Distribution of Income / Anthony B. Atkinson and John Micklewright.” Cambridge: Cambridge University Press, 1992.","https://books.google.co.uk/books?hl=en&lr=&id=zaL4CGdjOkUC&oi=fnd&pg=PR8&dq=Atkinson,+A+B+and+Micklewright,+J,+1992,+Economic+transformation+in+Eastern+Europe+and+the+distribution+of+income&ots=RGvaphqz7O&sig=C-MM0o3b7NTTQ2-E16K7N7n5bV0&redir_esc=y#v=onepage&q=Atkinson%2C%20A%20B%20and%20Micklewright%2C%20J%2C%201992%2C%20Economic%20transformation%20in%20Eastern%20Europe%20and%20the%20distribution%20of%20income&f=false"
UK,"Blanchet, Thomas, et al. “Why Is Europe More Equal than the United States?” WID.world, 2020, https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/.",https://wid.world/document/why-is-europe-more-equal-than-the-united-states-world-inequality-lab-wp-2020-19/
UK,"Blanchet, Thomas, and Clara Martínez-Toledano. “Distributional Wealth Accounts in Europe: Methodology.” WID.world, 13 Jan. 2022, http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/.",http://wordpress.wid.world/document/distributional-financial-accounts-in-europe-world-inequality-lab-technical-note-2021-12/
UK,"Report No. 7: Fourth Report on the Standing Reference (Cmnd. 7595). Royal Commission on the Distribution of Income and Wealth, London, July 1979. ",https://discovery.nationalarchives.gov.uk/details/r/C633528
US,"Atkinson, Anthony B. “United States.” The Changing Distribution of Earnings in OECD Countries, Oxford University Press, Oxford, 2008.",https://books.google.com/books/about/Top_Incomes.html?id=zLQUDAAAQBAJ
US,"Brandolini, Andrea. ""A bird’s-eye view of long-run changes in income inequality."" Research Department, Bank of Italy, 1998.",
US,"Bricker, Jesse, et al. “Measuring Income and Wealth at the Top Using Administrative and Survey Data.” Brookings Papers on Economic Activity, 2015, pp. 261–331.",https://www.federalreserve.gov/econres/feds/measuring-income-and-wealth-at-the-top-using-administrative-and-survey-data.htm
US,"Budd, Edward C. ""Postwar Changes in the Size Distribution of Income in the US."" The American Economic Review 60.2, 1970. pp. 247-260.",https://www.jstor.org/stable/1815814
US,"Fisher, G. “Estimates of the poverty population under the current official definition for years before 1959.” mimeo, Office of the Assistant Secretary for Planning and Evaluation, U.S. Department of Health and Human Services, 1986.",
US,"Goldin, Claudia and Robert A. Margo. “The Great Compression: The wage structure of the United States at mid-century.” Quarterly Journal of Economics, vol. 107, 1992, pp. 1-34.",https://www.jstor.org/stable/2118322
US,"Goldsmith, Selma F. “The Relation of Census Income Distribution Statistics to Other Income Data.” An Appraisal of the 1950 Census Income Data, Studies in Income and Wealth, vol. 23, Princeton University Press, Princeton, 1958, pp. 65-107.",
US,"Karoly, Lynn A. ""The trend in inequality among families, individuals, and workers in the United States: A twenty-five-year perspective."" The Rand Corporation, Santa Monica, 1992.",https://www.rand.org/content/dam/rand/pubs/reports/2008/R4206.pdf
US,"Kennickell, Arthur B. “Ponds and streams: Wealth and income in the U.S., 1989 to 2007.” Finance and Economics Discussion Series, Federal Reserve Board, Washington, D.C., 2009.",
US,"Kennickell, Arthur B. “Tossed and turned: Wealth dynamics of U.S. households 2007-2009”, Finance and Economics Discussion Series, Federal Reserve Board, Washington, D.C., 2011.",
US,"Kopczuk, Wojciech and Emmanuel Saez. “Top wealth shares in the US, 1916-2000: Evidence from the Estate Tax returns.” National Tax Journal, vol. 57, 2004.",https://www.nber.org/papers/w10399
US,"Khun, Moritz, et al. ""Income and Wealth Inequality in America,1949-2013."" mimeo, 2017.",https://www.wiwi.uni-bonn.de/kuhn/paper/Wealthinequality_20March2017.pdf
US,"Leven, Maurice, Harold G. Moulton, and Clark Warburton. ""America's capacity to consume."" Brooking Institution, Washington, 1934.",https://dspace.gipe.ac.in/xmlui/bitstream/handle/10973/24835/GIPE-010404.pdf?sequence=3
US,"Meyer, Bruce and James Sullivan, “Five decades of consumption and income poverty.” Working Paper #09.07, The Harris School of Public Policy Studies, University Of Chicago, 2010.",
US,"Mitchell, Wesley et al. ""Income in the United States: Its amount and distribution 1909-1919."" Harcourt, Brace, New York, 1921.",
US,"Piketty, Thomas, et al. “Distributional National Accounts: Methods and Estimates for the United States Data Appendix."" WID.world, 2016, https://wid.world/document/t-piketty-e-saez-g-zucman-data-appendix-to-distributional-national-accounts-methods-and-estimates-for-the-united-states-2016/.",https://wid.world/document/t-piketty-e-saez-g-zucman-data-appendix-to-distributional-national-accounts-methods-and-estimates-for-the-united-states-2016/
US,"Saez, Emmanuel and Gabriel Zucman. “Wealth inequality in the United States since 1913: Evidence from capitalized income tax data."" Quarterly Journal of Economics, vol. 131, 2016. pp. 519-578.",https://academic.oup.com/qje/article/131/2/519/2607097
US,"Saez, Emmanuel and Gabriel Zucman. ""The Rise of Income and Wealth Inequality in America: Evidence from Distributional Macroeconomic Accounts."" WID.world, 2020, https://wid.world/wp-content/uploads/2020/10/WorldInequalityLab_WP2020_20_US-IncomeWealthInequality.pdf.",https://wid.world/wp-content/uploads/2020/10/WorldInequalityLab_WP2020_20_US-IncomeWealthInequality.pdf
