country,year,value,series_code,dimension,measure,welfare_concept,short_reference,long_reference,reference url,preferred_definition,description,source_codes_used,legend
Finland,1985,40.7,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1986,40.5,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1987,40.6,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1988,41.0,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1989,40.7,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1990,40.7,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1991,40.1,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1992,39.2,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1993,39.5,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1994,40.7,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1995,41.1,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1996,41.3,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1997,41.9,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1998,42.6,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1999,44.2,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,2000,45.2,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,2001,43.7,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,2002,43.5,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,2003,43.6,F2,Overall Income Inequality,Gini coefficient,Taxable income among tax units,,,,,"Gini coefficient for taxable income among tax units. A single source series is used, which is based on tax data from the Statistics of Income and Property series since 1920, as presented in Jäntti (2010). This paper switches source in 1966 to micro-data from surveys published by StatFin, and so we end the series in 1965. For more details on the construction of this series, see Eriksson and Jäntti (1998).",S1,
Finland,1920,27.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1921,27.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1922,27.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1923,24.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1924,22.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1925,23.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1926,24.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1927,24.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1928,24.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1929,24.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1930,24.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1931,24.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1932,24.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1933,24.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1934,24.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1935,21.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1936,22.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1937,23.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1938,23.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1939,22.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1940,20.9,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1941,19.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1942,18.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1943,16.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1944,15.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1945,13.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1946,12.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1947,10.9,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1948,11.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1949,14.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1950,14.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1951,14.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1952,15.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1953,15.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1954,16.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1955,16.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1956,16.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1957,16.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1958,18.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1959,18.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1960,17.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1961,18.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1962,18.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1963,18.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1964,17.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1965,17.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1966,17.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1967,17.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1968,17.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1969,14.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1970,14.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1971,13.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1972,12.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1973,11.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1974,10.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1975,8.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1976,8.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1977,8.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1978,7.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1979,7.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1980,6.4,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1981,5.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1982,5.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1983,5.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1984,6.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1985,5.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1986,5.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1987,6.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1988,6.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1989,5.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1990,4.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1991,3.9,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1992,3.7,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1993,4.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1994,7.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1995,8.9,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1996,9.1,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1997,10.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1998,11.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,1999,12.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2000,13.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2001,12.9,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2002,12.5,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2003,11.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2004,13.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2005,11.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2006,11.8,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2007,11.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2008,11.3,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2009,9.0,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2010,9.6,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
Finland,2011,9.2,F31,Top Income Shares,Share of top 1%,Pre-tax national income (equal-split adults),,,,*,"Pre-tax national income share held by top percentile. A single source series is used, taken from WID.world. Data relates to individuals over age 20, assuming resources are split equally within couples.",S4,
